Movie;Director;Running time;Actor 1;Actor 2;Actor 3;Genre;Budget;Box Office;Release year
Milk;Gus Van Sant;128;James Franco;Denis O'Hare;Lucas Grabeel;Biography;20000000;55000000;2008
Cars;John Lasseter;117;John Ratzenberger;Cheech Marin;George Carlin;Animation;120000000;462000000;2006
Gone in Sixty Seconds;Dominic Sena;127;Nicolas Cage;Angelina Jolie;Robert Duvall;Action;90000000;237000000;2000
Hot Tub Time Machine;Steve Pink;101;Charlie McDermott;Collette Wolfe;Crystal Lowe;Comedy;36000000;64000000;2010
Alpha and Omega 4: The Legend of the Saw Toothed Cave;Richard Rich;45;Debi Derryberry;Kate Higgins;Cindy Robinson;Action;7000000;3000000;2014
Attack the Block;Joe Cornish;88;John Boyega;Luke Treadaway;Jodie Whittaker;Action;13000000;6100000;2011
Kick-Ass;Matthew Vaughn;117;Elizabeth McGovern;Deborah Twiss;Michael Rispoli;Action;30000000;96000000;2010
Mongol: The Rise of Genghis Khan;Sergey Bodrov;126;Tadanobu Asano;Khulan Chuluun;Honglei Sun;Biography;20000000;26000000;2007
Wicker Park;Paul McGuigan;114;Jessica Paré;Christopher Cousins;Mark Camacho;Drama;30000000;21500000;2004
Stealth;Rob Cohen;121;Sam Shepard;Joe Morton;Richard Roxburgh;Action;135000000;76700000;2005
Tangled;Nathan Greno;100;Brad Garrett;Donna Murphy;M.C. Gainey;Animation;260000000;592000000;2010
Charlie Wilson's War;Mike Nichols;102;Philip Seymour Hoffman;Tom Hanks;Jud Tylor;Biography;75000000;119000000;2007
Saints and Soldiers;Ryan Little;90;Corbin Allred;Larry Bagby;Kirby Heyborne;Action;780000;1250000;2003
The Adventures of Pluto Nash;Ron Underwood;95;Rosario Dawson;Randy Quaid;Burt Young;Action;100000000;7100000;2002
The Legend of Tarzan;David Yates;110;Christoph Waltz;Alexander Skarsgård;Casper Crump;Action;180000000;356000000;2016
Courageous;Alex Kendrick;129;Ben Davies;Alex Kendrick;T.C. Stallings;Drama;2000000;34000000;2011
Iris;Richard Eyre;91;Kate Winslet;Jim Broadbent;Kris Marshall;Biography;5500000;25000000;2001
Meet Dave;Brian Robbins;90;Marc Blucas;Mike O'Malley;Shawn Christian;Adventure;60000000;50000000;2008
Hellboy;Guillermo del Toro;132;James Babson;Rupert Evans;Brian Steele;Action;66000000;99400000;2004
Teenage Mutant Ninja Turtles;Jonathan Liebesman;101;Noel Fisher;Danny Woodburn;Jeremy Howard;Action;125000000;493000000;2014
Beneath Hill 60;Jeremy Sims;122;Harrison Gilbertson;Gyton Grantley;Steve Le Marquand;Drama;9000000;300000;2010
I Spit on Your Grave;Steven R. Monroe;105;Sarah Butler;Chad Lindberg;Daniel Franzese;Horror;2000000;9000000;2010
Catch Me If You Can;Steven Spielberg;141;Leonardo DiCaprio;Tom Hanks;Jennifer Garner;Biography;52000000;352000000;2002
Daddy's Home;Sean Anders;96;Will Ferrell;Linda Cardellini;Mark L. Young;Comedy;50000000;242000000;2015
Sin City: A Dame to Kill For;Frank Miller;102;Joseph Gordon-Levitt;Bruce Willis;Eva Green;Action;65000000;39000000;2014
Imagine Me & You;Ol Parker;90;Celia Imrie;Ben Miles;Darren Boyd;Comedy;7900000;2000000;2005
Delgo;Marc F. Adler;94;Eric Idle;Anne Bancroft;Kelly Ripa;Animation;40000000;1900000;2008
Renaissance;Christian Volckman;105;Romola Garai;Catherine McCormack;Kevork Malikyan;Animation;14000000;2000000;2006
27 Dresses;Anne Fletcher;111;Judy Greer;Bern Cohen;Yetta Gottesman;Comedy;30000000;160000000;2008
Courage;Angelo Pizzo;118;Donny Boaz;Finn Wittrock;Brent Anderson;Biography;20000000;35000000;2015
Hairspray;Adam Shankman;117;Jerry Stiller;Elijah Kelley;Paul Dooley;Comedy;75000000;203000000;2007
Jindabyne;Ray Lawrence;118;John Howard;Deborra-Lee Furness;Max Cullen;Crime;15000000;8000000;2006
Real Steel;Shawn Levy;127;Hugh Jackman;Torey Michael Adkins;Olga Fonda;Action;110000000;299000000;2011
The Beaver;Jodie Foster;91;Jennifer Lawrence;Cherry Jones;Riley Thomas Stewart;Drama;21000000;7000000;2011
Antitrust;Peter Howitt;109;Tyler Labine;Richard Roundtree;Ned Bellamy;Action;30000000;11000000;2001
Getaway;Courtney Solomon;90;Rebecca Budig;Paul Freeman;Bruce Payne;Action;18000000;11000000;2013
Never Back Down;Jeff Wadlow;110;Djimon Hounsou;Neil Brown Jr.;Leslie Hope;Action;20000000;25000000;2008
Passchendaele;Paul Gross;114;Landon Liboiron;Michael Greyeyes;Caroline Dhavernas;Drama;20000000;4300000;2008
Syriana;Stephen Gaghan;128;Matt Damon;Amr Waked;Kayvan Novak;Thriller;50000000;94400000;2005
The Hangover;Todd Phillips;108;Bradley Cooper;Rob Riggle;Mike Epps;Comedy;35000000;467000000;2009
A Walk to Remember;Adam Shankman;101;Lauren German;Peter Coyote;Paz de la Huerta;Drama;11000000;47000000;2002
An American Haunting;Courtney Solomon;91;Sissy Spacek;James D'Arcy;Vernon Dobtcheff;Horror;14000000;30000000;2005
Bad Moms;Jon Lucas;100;Mila Kunis;Jay Hernandez;Jada Pinkett Smith;Comedy;20000000;183000000;2016
Insidious;James Wan;103;Lin Shaye;Barbara Hershey;Philip Friedman;Horror;1500000;99700000;2010
My Life Without Me;Isabel Coixet;106;Sarah Polley;Julian Richings;Amanda Plummer;Drama;2000000;1060000;2003
Armored;Nimród Antal;88;Andrew Fiscella;Fred Ward;Lorna Raver;Action;27000000;35000000;2009
L.I.E.;Michael Cuesta;97;Adam LeFevre;Bruce Altman;Walter Masterson;Crime;700000;5800000;2001
The I Inside;Roland Suso Richter;90;Stephen Graham;Sarah Polley;Stephen Rea;Mystery;8800000;1300000;2004
The Perks of Being a Wallflower;Stephen Chbosky;102;Logan Lerman;Ezra Miller;Kate Walsh;Drama;13000000;34000000;2012
Maid in Manhattan;Wayne Wang;105;Bob Hoskins;Frances Conroy;Natasha Richardson;Comedy;55000000;155000000;2002
Shattered Glass;Billy Ray;99;Hayden Christensen;Rosario Dawson;Cas Anvar;Drama;6000000;2900000;2003
Beyond the Sea;Kevin Spacey;118;Kevin Spacey;Bob Hoskins;Brenda Blethyn;Biography;23000000;8600000;2004
Eternal Sunshine of the Spotless Mind;Michel Gondry;108;Kate Winslet;Kirsten Dunst;Tom Wilkinson;Drama;20000000;72000000;2004
Forgetting Sarah Marshall;Nicholas Stoller;118;Mila Kunis;Jack McBrayer;Maria Thayer;Comedy;30000000;105000000;2008
2:13;Charles Adelman;96;Teri Polo;Kevin Pollak;Jere Burns;Horror;3500000;230000;2009
Chuck & Buck;Miguel Arteta;96;Lupe Ontiveros;Mike White;Chris Weitz;Comedy;250000;2000000;2000
Fast Five;Justin Lin;132;Paul Walker;Vin Diesel;Dwayne Johnson;Action;125000000;626000000;2011
Get Over It;Tommy O'Haver;87;Mila Kunis;Kirsten Dunst;Carmen Electra;Comedy;22000000;13000000;2001
Opal Dream;Peter Cattaneo;86;Jacqueline McKenzie;Vince Colosimo;Peter Callan;Drama;11400000;3200000;2006
Ride Along 2;Tim Story;102;Olivia Munn;Nadine Velazquez;Bruce McGill;Action;40000000;124000000;2016
Stuart Little 2;Rob Minkoff;77;Nathan Lane;Brad Garrett;Melanie Griffith;Animation;120000000;170000000;2002
Bachelorette;Leslye Headland;87;Kirsten Dunst;Adam Scott;Andrew Rannells;Comedy;3000000;5000000;2012
Playing for Keeps;Gabriele Muccino;105;Gerard Butler;Dennis Quaid;Judy Greer;Comedy;35000000;9000000;2012
American Heist;Sarik Andreasyan;94;Hayden Christensen;Jordana Brewster;Akon;Action;10000000;1500000;2014
Daddy Day Care;Steve Carr;92;Anjelica Huston;Lisa Edelstein;Jeff Garlin;Comedy;60000000;164000000;2003
Hitman;Xavier Gens;94;Henry Ian Cusick;Dougray Scott;Ulrich Thomsen;Action;24000000;101000000;2007
Nutty Professor II: The Klumps;Peter Segal;109;Larry Miller;Janet Jackson;Chris Elliott;Comedy;65000000;166000000;2000
Silent House;Chris Kentis;86;Eric Sheffer Stevens;Julia Taylor Ross;Adam Trese;Thriller;2000000;13000000;2011
The Mortal Instruments: City of Bones;Harald Zwart;130;Aidan Turner;Kevin Zegers;CCH Pounder;Horror;60000000;31000000;2013
The Son of No One;Dito Montiel;90;Channing Tatum;Al Pacino;Tracy Morgan;Crime;15000000;51100000;2011
Heist;Scott Mann;93;Robert De Niro;Joshua Mikel;D.B. Sweeney;Action;19000000;14000000;2015
The Number 23;Joel Schumacher;98;Logan Lerman;Virginia Madsen;Ed Lauter;Thriller;32000000;77000000;2007
Treasure Planet;Ron Clements;95;Joseph Gordon-Levitt;Martin Short;Michael Wincott;Animation;140000000;109000000;2002
Basic;John McTiernan;98;Connie Nielsen;Harry Connick Jr.;Tim Daly;Action;50000000;41300000;2003
Come Early Morning;Joey Lauren Adams;97;Tim Blake Nelson;Diane Ladd;Ritchie Montgomery;Drama;6000000;1200000;2006
Harvard Man;James Toback;99;Sarah Michelle Gellar;Eric Stoltz;Joey Lauren Adams;Comedy;5500000;644000;2001
Seven Psychopaths;Martin McDonagh;110;Abbie Cornish;Gabourey Sidibe;Michael Stuhlbarg;Comedy;15000000;33000000;2012
Super Hybrid;Eric Valette;94;Melanie Papalia;Ryan Kennedy;John Reardon;Horror;13000000;8000000;2010
John Q;Nick Cassavetes;116;Denzel Washington;Laura Harring;Anne Heche;Crime;36000000;102000000;2002
The Great Gatsby;Baz Luhrmann;143;Leonardo DiCaprio;Elizabeth Debicki;Steve Bisley;Drama;105000000;353000000;2013
A Beautiful Mind;Ron Howard;135;Adam Goldberg;Austin Pendleton;Judd Hirsch;Biography;58000000;317000000;2001
Changing Lanes;Roger Michell;91;Sydney Pollack;Matt Malloy;Bruce Altman;Thriller;45000000;94500000;2002
Hugo;Martin Scorsese;126;Chloë Grace Moretz;Christopher Lee;Ray Winstone;Adventure;170000000;185000000;2011
The Three Musketeers;Paul W.S. Anderson;110;Milla Jovovich;Logan Lerman;Orlando Bloom;Action;75000000;132000000;2011
Sex Drive;Sean Anders;129;Katrina Bowden;Michael Cudlitz;Alice Greczyn;Adventure;19000000;19000000;2008
The Giver;Phillip Noyce;97;Jeff Bridges;Meryl Streep;Alexander Skarsgård;Drama;25000000;45000000;2014
Letters to God;David Nixon;110;Robyn Lively;Michael Bolten;Christopher Schmidt;Drama;3500000;2400000;2010
Snow Day;Chris Koch;89;Chris Elliott;Mark Webber;Jean Smart;Adventure;13000000;62000000;2000
Traffic;Steven Soderbergh;190;Michael O'Neill;Jacob Vargas;James Lew;Crime;48000000;208000000;2000
He's Just Not That Into You;Ken Kwapis;129;Carmen Perez;Sabrina Revelle;Sachiko Ishida;Comedy;40000000;178000000;2009
Hustle & Flow;Craig Brewer;116;Isaac Hayes;Paula Jai Parker;Elise Neal;Crime;8000000;26000000;2005
Meet the Parents;Jay Roach;108;Robert De Niro;Blythe Danner;Teri Polo;Comedy;55000000;330000000;2000
Robin Hood;Ridley Scott;156;Mark Addy;William Hurt;Scott Grimes;Action;200000000;323000000;2010
Sardaar Ji;Rohit Jugraj;141;Bhavkhandan Singh Rakhra;Neeru Bajwa;Diljit Dosanjh;Romance;3000000;3000000;2015
Bon voyage;Jean-Paul Rappeneau;114;Isabelle Adjani;Peter Coyote;Virginie Ledoyen;Comedy;20000000;50000000;2003
The Wash;DJ Pooh;93;Angell Conwell;Dr. Dre;DJ Pooh;Comedy;4000000;31100000;2001
Suspect Zero;E. Elias Merhige;99;Harry Lennix;Kevin Chamberlin;William Mapother;Crime;27000000;11000000;2004
The Forbidden Kingdom;Rob Minkoff;104;Jet Li;Thomas McDonell;Michael Angarano;Action;55000000;128000000;2008
American Reunion;Jon Hurwitz;113;Alyson Hannigan;Dania Ramirez;Natasha Lyonne;Comedy;50000000;245000000;2012
Freeheld;Peter Sollett;103;Steve Carell;Josh Charles;Luke Grimes;Biography;7000000;7000000;2015
Lords of Dogtown;Catherine Hardwicke;107;Heath Ledger;Michael Angarano;Rebecca De Mornay;Biography;25000000;26000000;2005
A Dangerous Method;David Cronenberg;99;Michael Fassbender;Viggo Mortensen;Sarah Gadon;Biography;15000000;28000000;2011
The Shaggy Dog;Brian Robbins;98;Robert Downey Jr.;Joel David Moore;Kristin Davis;Comedy;50000000;119000000;2006
Catch a Fire;Phillip Noyce;98;Derek Luke;Terry Pheto;Bonnie Henna;Biography;14000000;8000000;2006
Double Take;George Gallo;88;Daniel Roebuck;Eddie Griffin;Garcelle Beauvais;Action;24000000;80000000;2001
Hero;Yimou Zhang;80;Jet Li;Tony Chiu Wai Leung;Maggie Cheung;Action;31000000;177000000;2002
Percy Jackson & the Olympians: The Lightning Thief;Chris Columbus;118;Logan Lerman;Rosario Dawson;Steve Coogan;Adventure;95000000;226000000;2010
The Huntsman: Winter's War;Cedric Nicolas-Troyan;120;Chris Hemsworth;Sam Claflin;Charlize Theron;Action;115000000;165000000;2016
AVP: Alien vs. Predator;Paul W.S. Anderson;109;Sanaa Lathan;Colin Salmon;Raoul Bova;Action;60000000;177000000;2004
Diary of a Mad Black Woman;Darren Grant;116;Cicely Tyson;Kimberly Elise;Tamara Taylor;Comedy;5500000;50000000;2005
Eye of the Dolphin;Michael D. Sellers;100;Katharine Ross;Carly Schroeder;George Harris;Comedy;2500000;1000000;2006
The Gift;Joel Edgerton;108;Busy Philipps;Allison Tolman;Wendell Pierce;Thriller;5000000;59000000;2015
The Ladies Man;Reginald Hudlin;84;Will Ferrell;John Witherspoon;Tim Meadows;Comedy;11000000;13000000;2000
Layer Cake;Matthew Vaughn;105;Tom Hardy;Sally Hawkins;Jamie Foreman;Crime;4000000;12000000;2004
Rise of the Entrepreneur: The Search for a Better Way;Joe Kenemore;52;Bob Proctor;Jack Canfield;Eric Worre;Documentary;450000;300000;2014
Zombieland;Ruben Fleischer;88;Emma Stone;Bill Murray;Derek Graf;Adventure;23600000;102000000;2009
And Then Came Love;Richard Schenkman;90;Vanessa Williams;Mike Colter;Eartha Kitt;Comedy;989000;1900000;2007
Miracle at St. Anna;Spike Lee;160;Joseph Gordon-Levitt;Omari Hardwick;Laz Alonso;Action;45000000;89000000;2008
Quills;Philip Kaufman;124;Kate Winslet;Stephen Marcus;Amelia Warner;Biography;13500000;11000000;2000
Scooby-Doo 2: Monsters Unleashed;Raja Gosnell;93;Sarah Michelle Gellar;Linda Cardellini;Tim Blake Nelson;Adventure;80000000;180000000;2004
Something Borrowed;Luke Greenfield;112;Ashley Williams;Steve Howey;Kirsten Day;Comedy;35000000;60000000;2011
Hail Caesar!;Ethan Coen;106;Scarlett Johansson;Channing Tatum;Alden Ehrenreich;Comedy;22000000;63000000;2016
Step Up Revolution;Scott Speer;99;Ryan Guzman;Stephen Boss;Misha Gabriel Hamilton;Drama;33000000;35000000;2012
Adulterers;H.M. Coakley;91;Mehcad Brooks;Steffinnie Phrommany;Danielle Savre;Crime;750000;300000;2015
Bella;Alejandro Monteverde;91;Armando Riesco;Ramon Rodriguez;Eduardo Verástegui;Drama;3300000;5000000;2006
Soul Plane;Jessy Terrero;92;Mo'Nique;Snoop Dogg;Tom Arnold;Comedy;16000000;14000000;2004
The Tempest;Julie Taymor;110;Djimon Hounsou;Reeve Carney;Tom Conti;Comedy;20000000;5000000;2010
20 Feet from Stardom;Morgan Neville;91;Sheryl Crow;Lou Adler;Merry Clayton;Documentary;1000000;4000000;2013
Faster;George Tillman Jr.;98;Dwayne Johnson;Tom Berenger;Mike Epps;Action;24000000;35000000;2010
The Curse of the Were-Rabbit;Steve Box;85;Mark Gatiss;Geraldine McEwan;Peter Sallis;Animation;30000000;63000000;2005
The Town;Ben Affleck;150;Jeremy Renner;Jon Hamm;Owen Burke;Crime;37000000;154000000;2010
The Invention of Lying;Ricky Gervais;100;Jennifer Garner;Tina Fey;Martin Starr;Comedy;18500000;32000000;2009
The Prestige;Christopher Nolan;130;Christian Bale;Hugh Jackman;Scarlett Johansson;Drama;40000000;109000000;2006
Act of Valor;Mike McCoy;110;Alex Veadov;Jason Cottle;Rorke Denver;Action;12000000;70000000;2012
Devil;John Erick Dowdle;80;Bojana Novakovic;Bokeem Woodbine;Geoffrey Arend;Horror;10000000;63000000;2010
Sleep Tight;Jaume Balagueró;102;Luis Tosar;Tony Corvillo;Marta Etura;Thriller;5000000;15900000;2011
Legends of Oz: Dorothy's Return;Will Finn;88;Lea Michele;Oliver Platt;Jim Belushi;Animation;70000000;19000000;2013
The White Countess;James Ivory;135;Vanessa Redgrave;Natasha Richardson;Lynn Redgrave;Drama;16000000;4130000;2005
Abraham Lincoln: Vampire Hunter;Timur Bekmambetov;105;Rufus Sewell;Dominic Cooper;Benjamin Walker;Action;69000000;116000000;2012
American Sniper;Clint Eastwood;133;Bradley Cooper;Leonard Roberts;Keir O'Donnell;Action;58800000;547000000;2014
I Am Legend;Francis Lawrence;104;Will Smith;Alice Braga;Willow Smith;Thriller;150000000;250000000;2007
Batman Begins;Christopher Nolan;128;Christian Bale;Liam Neeson;Morgan Freeman;Action;150000000;374000000;2005
Black Snake Moan;Craig Brewer;116;Justin Timberlake;Michael Raymond-James;S. Epatha Merkerson;Drama;15000000;10000000;2006
The Midnight Meat Train;RyÃ»hei Kitamura;103;Bradley Cooper;Brooke Shields;Leslie Bibb;Horror;15000000;1500000;2008
You Kill Me;John Dahl;93;Philip Baker Hall;Aaron Hughes;Jayne Eastwood;Comedy;4000000;2000000;2007
Deadfall;Stefan Ruzowitzky;95;Charlie Hunnam;Olivia Wilde;Sissy Spacek;Crime;12000000;5720000;2012
Love Happens;Brandon Camp;109;Judy Greer;Sasha Alexander;Frances Conroy;Drama;18000000;36000000;2009
Paddington;Paul King;95;Julie Walters;Matt Lucas;Sally Hawkins;Animation;55000000;268000000;2014
Flight;Robert Zemeckis;138;Denzel Washington;Bruce Greenwood;Nadine Velazquez;Thriller;31000000;161000000;2012
Prometheus;Ridley Scott;124;Michael Fassbender;Charlize Theron;Sean Harris;Sci-Fi;130000000;403000000;2012
Strange Wilderness;Fred Wolf;87;Kevin Alejandro;Ashley Scott;Jeff Garlin;Adventure;20000000;7000000;2008
Krrish;Rakesh Roshan;168;Naseeruddin Shah;Rekha;Sharat Saxena;Action;10000000;38000000;2006
Welcome to Mooseport;Donald Petrie;110;Rip Torn;Ray Romano;Maura Tierney;Comedy;26000000;14600000;2004
Facing the Giants;Alex Kendrick;111;Alex Kendrick;Erin Bethea;Shannen Fields;Drama;100000;10000000;2006
Killer Joe;William Friedkin;98;Matthew McConaughey;Scott A. Martin;Carol Sutton;Crime;11000000;3200000;2011
Victor Frankenstein;Paul McGuigan;110;Daniel Radcliffe;Spencer Wilding;Daniel Mays;Thriller;40000000;34000000;2015
Scary Movie 4;David Zucker;89;Beau Mirchoff;Carmen Electra;Regina Hall;Comedy;45000000;178000000;2006
Severance;Christopher Smith;90;Danny Dyer;Toby Stephens;Laura Harris;Comedy;5000000;5500000;2006
The Family Man;Brett Ratner;125;Nicolas Cage;Don Cheadle;Amber Valletta;Comedy;60000000;180000000;2000
2 Fast 2 Furious;John Singleton;107;Paul Walker;Cole Hauser;Mo Gallini;Action;76000000;236000000;2003
Penguins of Madagascar;Eric Darnell;92;Benedict Cumberbatch;Annet Mahendru;Andy Richter;Animation;132000000;373000000;2014
Secretary;Steven Shainberg;104;Jeremy Davies;Stephen McHattie;Lesley Ann Warren;Comedy;4000000;9000000;2002
Corpse Bride;Tim Burton;77;Johnny Depp;Christopher Lee;Joanna Lumley;Animation;40000000;103000000;2005
Always Woodstock;Rita Merson;97;Ryan Guzman;James Wolk;Jason Ritter;Comedy;2400000;6000000;2014
Django Unchained;Quentin Tarantino;165;Leonardo DiCaprio;Christoph Waltz;Ato Essandoh;Drama;100000000;425000000;2012
Headhunters;Morten Tyldum;100;Aksel Hennie;Synnøve Macody Lund;Julie R. Ã˜lgaard;Crime;30300000;9500000;2011
Murderball;Henry Alex Rubin;88;Mark Zupan;Joe Bishop;Andy Cohn;Documentary;1750211;2000000;2005
Birth;Jonathan Glazer;100;Cameron Bright;Anne Heche;Danny Huston;Drama;20000000;5820000;2004
Fantastic Four;Josh Trank;100;Tim Blake Nelson;Reg E. Cathey;Tim Heidecker;Action;120000000;167000000;2015
Hancock;Peter Berg;102;Will Smith;Charlize Theron;Eddie Marsan;Action;150000000;624000000;2008
The Last Days on Mars;Ruairi Robinson;98;Romola Garai;Olivia Williams;Tom Cullen;Horror;7000000;1000000;2013
Life or Something Like It;Stephen Herek;103;Angelina Jolie;Stockard Channing;James Gammon;Comedy;40000000;38500000;2002
The Purge: Anarchy;James DeMonaco;103;Noel Gugliemi;Zach Gilford;Roberta Valderrama;Action;9000000;111000000;2014
Wicked Blood;Mark Young;92;Alexa PenaVega;Jake Busey;Lew Temple;Action;3500000;1000000;2014
Serving Sara;Reginald Hudlin;99;Matthew Perry;Jerry Stiller;Vincent Pastore;Comedy;29000000;20000000;2002
Valkyrie;Bryan Singer;121;Tom Cruise;Tom Wilkinson;Thomas Kretschmann;Drama;75000000;201000000;2008
Bucky Larson: Born to Be a Star;Tom Brady;97;Don Johnson;Kevin Nealon;Nicholas Turturro;Comedy;10000000;2400000;2011
Journey from the Fall;Ham Tran;135;Long Nguyen;Kieu Chinh;Cat Ly;Drama;1592000;4300000;2006
Panic Room;David Fincher;112;Kristen Stewart;Dwight Yoakam;Mel Rodriguez;Crime;48000000;197000000;2002
The Lone Ranger;Gore Verbinski;150;Johnny Depp;Ruth Wilson;Tom Wilkinson;Action;215000000;260000000;2013
I Come with the Rain;Tran Anh Hung;114;Takuya Kimura;Simón Andreu;Shawn Yue;Thriller;18000000;5000000;2009
Taken 3;Olivier Megaton;115;Liam Neeson;Dougray Scott;Jon Gries;Action;48000000;326000000;2014
Agent Cody Banks;Harald Zwart;102;Daniel Roebuck;Frankie Muniz;Chris Gauthier;Action;26000000;47000000;2003
Crazy Stupid Love.;Glenn Ficarra;118;Ryan Gosling;Emma Stone;Steve Carell;Comedy;50000000;144000000;2011
Zack and Miri Make a Porno;Kevin Smith;101;Gerry Bednob;Jeff Anderson;Jennifer Schwalbach Smith;Comedy;24000000;42000000;2008
Cypher;Vincenzo Natali;95;David Hewlett;Jeremy Northam;Kari Matchett;Mystery;7500000;14000000;2002
De-Lovely;Irwin Winkler;125;Kevin McNally;Keith Allen;Sandra Nelson;Biography;20000000;18000000;2004
Inception;Christopher Nolan;148;Leonardo DiCaprio;Tom Hardy;Joseph Gordon-Levitt;Action;160000000;837000000;2010
TRON: Legacy;Joseph Kosinski;125;Jeff Bridges;Olivia Wilde;James Frain;Action;170000000;400000000;2010
21 Jump Street;Phil Lord;109;Channing Tatum;Dax Flame;Rob Riggle;Action;42000000;201000000;2012
Bedazzled;Harold Ramis;93;Brendan Fraser;Frances O'Connor;Brian Doyle-Murray;Comedy;48000000;90700000;2000
The Martian;Ridley Scott;151;Matt Damon;Donald Glover;Benedict Wong;Adventure;108000000;630000000;2015
Deuce Bigalow: European Gigolo;Mike Bigelow;83;Carlos Ponce;Eddie Griffin;Charles Keating;Comedy;22000000;22300000;2005
